date,steel_price_predicted,iron_ore_predicted,scrap_price_predicted,freight_index_predicted,fx_rate_predicted,pct_change_predicted,predicted_mean,volatility_score,lower_ci,upper_ci,supplier_id,supplier_name,material_id,material_name,supplier_factor
2025-09-03,687.3540612190857,110.65536711787898,348.34392320407125,345.7151058373499,82.78464150789303,-0.0006117856894749529,687.3558119083899,Normal,681.381695121516,721.381695121516,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-09-04,701.385877807135,110.65555537492178,348.34392097745393,341.8064555208858,82.41988692112784,0.0005963494126071112,701.3841322789011,Normal,681.385877807135,721.385877807135,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-09-05,722.4232558864176,110.65564365489871,348.34392619452046,336.0638951367799,82.45988838204244,-0.0005811316980519621,722.4250058877931,Normal,681.3818018314734,721.3818018314734,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-09-06,736.4550662383692,110.65569746380926,348.34392161793147,342.39653255105594,82.52288598994653,0.0005668151628279716,736.4533231290732,Normal,681.3857773698754,721.3857773698754,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-09-07,715.4095378734851,110.65533216015993,348.34392221937964,347.18502658222934,82.73061132532374,-0.0005528332673421232,715.4111872632102,Normal,681.3818998759657,721.3818998759657,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-09-08,736.4549630237951,110.65567572994846,348.3439228606636,338.2887084991232,83.29361579314741,0.0005388211922863206,736.4533075765281,Normal,681.3856790702811,721.3856790702811,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-09-09,722.4234565551629,110.65506323601716,348.34392126459994,331.19867915666686,82.46271020373725,-0.0005250199559103663,722.4250385090996,Normal,681.381996655498,721.381996655498,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-09-10,736.4548579624947,110.65548850147334,348.3439224005025,342.0366293766085,82.46307675596849,0.0005107568227691317,736.4532917433193,Normal,681.3855790118996,721.3855790118996,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-09-11,701.3820860462116,110.65517533848082,348.34392434139977,332.9606033082136,82.802925622646,-0.0004980093393003315,701.3835456944579,Normal,681.3820860462116,721.3820860462116,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-09-12,687.3577820021111,110.65549846664356,348.3439213908465,339.96953915593895,82.57906791108911,0.0004855830716410381,687.356391381607,Normal,681.3854918388889,721.3854918388889,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-09-13,722.4236409528012,110.65545770226232,348.3439215886013,336.4385651765806,82.50444935605121,-0.00047280084864986804,722.4250650609298,Normal,681.3821756823312,721.3821756823312,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-09-14,722.426968182716,110.65564716006892,348.3439261964277,333.01075990573054,82.58611480316533,0.0004605649270406076,722.4255809624257,Normal,681.3854060026368,721.3854060026368,SUP005,PrimeSteel,MAT104,Steel Sheet,1.03
2025-09-15,736.4513731788749,110.65548095040208,348.34392303537334,338.7570132680947,82.63810173469938,-0.00044851692848624225,736.4527493111736,Normal,681.382260170357,721.382260170357,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-09-16,701.3853291787716,110.65549026718378,348.343923012688,329.11120628554914,82.74857640418035,0.000437565731115086,701.3840468472996,Normal,681.3853291787716,721.3853291787716,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-09-17,736.4514541696295,110.65551807124008,348.34392053154374,339.40716771922337,82.3042970229211,-0.0004265664304781147,736.452762933541,Normal,681.382337304409,721.382337304409,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-09-18,736.4545162396342,110.65539692283156,348.34392125965303,334.62797372949734,82.37459899772641,0.00041578708105394213,736.4532380608426,Normal,681.3852535615564,721.3852535615564,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-09-19,722.4238808363299,110.6555678801445,348.34392393057965,328.5641036027827,82.71982093887223,-0.00040562338328165026,722.4251036561992,Normal,681.3824085789611,721.3824085789611,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-09-20,736.4544418203386,110.6555321127357,348.34392162511733,331.60040836194526,82.41339956781444,0.00039551991064534775,736.4532266224094,Normal,681.3851826860367,721.3851826860367,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-09-21,687.3548296970929,110.65562175848504,348.3439199192569,330.59460542140624,82.73123538081437,-0.00038543775311428163,687.3559351067976,Normal,681.3824792827479,721.3824792827479,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-09-22,736.4543629774364,110.65560005473068,348.3439230860071,330.8128961171755,82.52391724123439,0.00037473345686489523,736.4532147285062,Normal,681.3851075975584,721.3851075975584,SUP003,CoreSteel,MAT101,Steel Rod,1.05
2025-09-23,687.3548929356056,110.6554550299355,348.343921654153,338.4297306862015,82.65442806504933,-0.0003655318152939735,687.3559437952357,Normal,681.3825438118424,721.3825438118424,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-09-24,722.4265974636863,110.65570855598423,348.3439225915337,336.48581725409315,82.77653061107395,0.0003567624299316563,722.4255231782786,Normal,681.3850460812489,721.3850460812489,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-09-25,701.3826105407852,110.65563140064269,348.3439210339493,335.69306166003355,82.4855697930967,-0.00034724727555612844,701.3836255113114,Normal,681.3826105407852,721.3826105407852,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-09-26,687.3572839878188,110.65583025347213,348.3439218434746,329.9612627487613,82.97166262169716,0.00033834888673034413,687.3563135125762,Normal,681.3849836610397,721.3849836610397,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-09-27,701.3826674720293,110.65554072187666,348.34392279569016,337.77368929923085,82.65919030601977,-0.00033023076688731834,701.383634063893,Normal,681.3826674720293,721.3826674720293,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-09-28,701.384925599014,110.65555212320537,348.34392230183414,334.6707147666276,83.05656078409069,0.0003219536337750739,701.3839835376455,Normal,681.384925599014,721.384925599014,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-09-29,687.3550734487965,110.65553427526012,348.34392220519663,332.15401545007387,82.75816407675993,-0.00031332153825891496,687.3559707244909,Normal,681.382728008976,721.382728008976,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-09-30,722.4264161334787,110.65552117538753,348.34392261897364,330.24514997763157,82.45831202719305,0.0003054000964342052,722.4254951910664,Normal,681.3848700325036,721.3848700325036,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-10-01,715.4104380911265,110.65541330217076,348.3439223630896,338.1694342339364,82.88512456287883,-0.0002976383312480735,715.4113255873946,Normal,681.3827824422808,721.3827824422808,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-10-02,701.3848167116612,110.65547646586334,348.3439218737201,340.4772413693834,82.79818837934026,0.000290036971439811,701.3839677039293,Normal,681.3848167116612,721.3848167116612,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-10-03,701.3828347217992,110.65554820013634,348.343922072301,334.0499909672987,82.7513801103881,-0.0002825823734342592,701.3836607126092,Normal,681.3828347217992,721.3828347217992,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-10-04,722.4263094766709,110.6554906010511,348.34392252719675,330.27738651291173,82.38677528757671,0.00027542168270500156,722.4254793883418,Normal,681.3847664822048,721.3847664822048,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-10-05,722.4243704294507,110.65546359092791,348.343921461355,324.6697027792246,82.42678226597596,-0.0002684076140013758,722.425178968694,Normal,681.3828839120881,721.3828839120881,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-10-06,736.4539552299445,110.65544712756495,348.3439223963478,331.132974415226,82.48977709808877,0.00026167654898490156,736.4531510353728,Normal,681.3847192666138,721.3847192666138,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-10-07,722.4244178587115,110.65555889579272,348.3439222734725,336.0509056223935,82.69744801379582,-0.00025511059060789876,722.4251865002084,Normal,681.3829299599141,721.3829299599141,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-10-08,701.3846738306685,110.65545377725243,348.3439221424588,327.28554417237075,83.260271436877,0.0002486331902140648,701.3839464121356,Normal,681.3846738306685,721.3846738306685,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-10-09,687.3553149509979,110.65564117576692,348.3439224685331,320.32456543345506,82.42968110086028,-0.0002422908481070074,687.3560095658314,Normal,681.3829744397938,721.3829744397938,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-10-10,715.4123219006119,110.65551106163733,348.34392223646927,331.28609437087204,82.430066771475,0.0002359444970734259,715.4116183928173,Normal,681.3846293143254,721.3846293143254,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-10-11,736.4521669805561,110.6556068769207,348.3439218399458,322.3366037021383,82.76981375865131,-0.00022999397188971926,736.4528740343043,Normal,681.3830161719582,721.3830161719582,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-10-12,687.3568968593845,110.65550801269595,348.343922442741,329.46704720455455,82.54605481459876,0.0002241942035352551,687.3562544261418,Normal,681.384588632025,721.384588632025,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-10-13,715.4107179071134,110.65552048495746,348.3439224023399,326.0584880525969,82.47148177978835,-0.00021840519026650185,715.411369500396,Normal,681.3830567716798,721.3830567716798,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-10-14,715.4122403613896,110.65546251848677,348.34392146096536,322.7516558649746,82.55313699156315,0.0002128084243269157,715.41160547215,Normal,681.3845493739115,721.3845493739115,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-10-15,715.4107571053268,110.6555133719615,348.3439221067658,328.61544090831444,82.60512415783656,-0.0002073288628889891,715.4113754432992,Normal,681.3830952013008,721.3830952013008,SUP001,AlphaSteel,MAT102,Steel Plate,1.02
2025-10-16,687.3568227824621,110.65551052140094,348.3439221114004,319.0892009322006,82.71557813481873,0.00020214944409513436,687.3562427911942,Normal,681.3845130433288,721.3845130433288,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-10-17,736.4522876219603,110.65550201447772,348.3439226182958,329.49892712925066,82.27147552250187,-0.00019703525947489808,736.4528925394106,Normal,681.3831310685335,721.3831310685335,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-10-18,736.4537018975545,110.65553908101933,348.3439224695437,324.8354949336863,82.34177091561655,0.00019203899805919633,736.4531118132676,Normal,681.384477997671,721.384477997671,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-10-19,715.4108280255166,110.65548677495579,348.34392192387594,318.88633418052945,82.686888273359,-0.00018723921239027774,715.4113868501529,Normal,681.3831647308986,721.3831647308986,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-10-20,687.35675600569,110.65549771834466,348.3439223948797,322.03400323423006,82.38059428615854,0.00018252118545447615,687.3562326847174,Normal,681.3844449037654,721.3844449037654,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-10-21,715.4108612612663,110.65547029035004,348.3439227433854,321.1391561012909,82.6983350760676,-0.0001778751735126427,715.4113921065249,Normal,681.383197314967,721.383197314967,SUP001,AlphaSteel,MAT102,Steel Plate,1.02
2025-10-22,722.4259442474199,110.65547693082615,348.34392209642135,321.46683883188314,82.49110883617597,0.00017316863829552887,722.4254230254799,Normal,681.384411890699,721.384411890699,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-10-23,736.4523891156894,110.65552130258202,348.34392238894776,329.19014432061215,82.62159115678672,-0.00016883202007544895,736.4529083453644,Normal,681.3832277292279,721.3832277292279,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-10-24,701.3843825288237,110.65544373380543,348.34392219744177,327.35356516746424,82.74366809949993,0.00016464602377030957,701.3839010137218,Normal,681.3843825288237,721.3843825288237,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-10-25,715.4109228773738,110.65546734023751,348.3439225156548,326.6666409686369,82.45282868469691,-0.00016036939747277046,715.4114012225318,Normal,681.3832577229155,721.3832577229155,SUP001,AlphaSteel,MAT103,Steel Bar,1.02
2025-10-26,722.4258844439144,110.65540649926761,348.34392235026957,321.0405387989188,82.93876609801943,0.0001562777718788766,722.4254134567179,Normal,681.384353829043,721.384353829043,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-10-27,736.452449144318,110.6554950842937,348.34392215573286,328.95443349338234,82.62642265974056,-0.00015240284255702008,736.452917387254,Normal,681.3832848993505,721.3832848993505,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-10-28,687.3566402827913,110.65549159594558,348.3439222566272,325.9541494162253,83.02366913292109,0.00014855213215092533,687.3562143586928,Normal,681.3843268191748,721.3843268191748,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-10-29,736.4524776274346,110.65549705669915,348.34392227637017,323.5388204045832,82.72539610585908,-0.00014468430613590044,736.4529218331996,Normal,681.3833120261282,721.3833120261282,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-10-30,687.35661505842,110.65550106473341,348.34392219183593,321.7300141740753,82.42566816330891,0.00014101474545835657,687.3562106467639,Normal,681.3843010800204,721.3843010800204,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-10-31,687.3556704243612,110.65553406960015,348.34392224411283,329.7510097937353,82.85234593458333,-0.0001374299800294132,687.3560642962087,Normal,681.3833371677155,721.3833371677155,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-11-01,715.4119620528969,110.65551474405004,348.3439223440906,332.15562799719305,82.76545785267244,0.00013392886353269517,715.4115623129654,Normal,681.384276522448,721.384276522448,SUP001,AlphaSteel,MAT103,Steel Bar,1.02
2025-11-02,715.4110283881349,110.65549279624695,348.3439223035207,325.82599494152055,82.7186833048685,-0.0001305072897306303,715.4114176676098,Normal,681.3833611648381,721.3833611648381,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-11-03,736.4534659461882,110.65551041925096,348.3439222105859,322.1492957382423,82.3542252875504,0.00012719395630078623,736.4530752093613,Normal,681.3842532820839,721.3842532820839,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-11-04,722.4248853785759,110.65551868326257,348.3439224283363,316.6368161909764,82.39423489161172,-0.00012395764301675882,722.4252588370152,Normal,681.383383862695,721.383383862695,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-11-05,736.4534428740277,110.65552372038964,348.34392223731817,323.1915129568694,82.45722407425257,0.0001208249186257504,736.4530716582598,Normal,681.3842313085978,721.3842313085978,SUP003,CoreSteel,MAT101,Steel Rod,1.05
2025-11-06,701.383405284143,110.65548952380617,348.3439222624215,328.20012954922487,82.66483773010894,-0.00011777060531237282,701.3837497989316,Normal,681.383405284143,721.383405284143,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-11-07,687.3565261117635,110.65552168585266,348.34392228918745,319.527424307395,83.22747732839021,0.00011477801968862167,687.3561970440104,Normal,681.3842103181261,721.3842103181261,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-11-08,687.3557572657976,110.65546434944255,348.34392222257077,312.65764260531756,82.39719930391766,-0.00011185548354220032,687.3560779402674,Normal,681.3834257814261,721.3834257814261,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-11-09,715.4118739066505,110.6555041591343,348.3439222699812,323.70533913663286,82.39760127139813,0.00010897365192441555,715.4115488486377,Normal,681.3841901045593,721.3841901045593,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-11-10,722.4249484993196,110.65547484351033,348.34392235099057,314.8454081667634,82.73724361543894,-0.00010621277173328281,722.4252686512363,Normal,681.3834451449704,721.3834451449704,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-11-11,715.4118546556914,110.65550509198776,348.3439222278401,322.06081573370295,82.51358061851768,0.0001035219899581108,715.4115458223357,Normal,681.38417123107,721.38417123107,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-11-12,701.3834637321777,110.65550127597726,348.343922236094,318.73855358290916,82.43905031716261,-0.00010087180768447723,701.383758799496,Normal,681.3834637321777,721.3834637321777,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-11-13,736.4533608383437,110.65551901138645,348.3439224284159,315.51699796942387,82.52069254124316,9.829818248263678e-05,736.4530589237557,Normal,681.3841531793748,721.3841531793748,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-11-14,736.4526554273746,110.65550345226801,348.3439222964795,321.4630350353413,82.57267720065737,-9.578488014971853e-05,736.4529495799474,Normal,681.3834813594043,721.3834813594043,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-11-15,722.4256603153892,110.65550432442492,348.34392229553265,312.02149318699196,82.68310776540365,9.336819961625054e-05,722.4253788870705,Normal,681.3841362285332,721.3841362285332,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-11-16,715.4111679323544,110.65550692720137,348.3439221919744,322.5105229935382,82.2391791463051,-9.099944008328364e-05,715.4114394036279,Normal,681.3834979728964,721.3834979728964,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-11-17,715.4118024194524,110.65549558633009,348.3439222223643,317.9287926884184,82.30946526155782,8.868845309262241e-05,715.4115377424255,Normal,681.384120019071,721.384120019071,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-11-18,701.3835136701013,110.6555115898823,348.3439223338437,312.06067864731665,82.65447538880888,-8.645034189624923e-05,701.3837665945083,Normal,681.3835136701013,721.3835136701013,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-11-19,736.4533098956443,110.65550824164534,348.3439222376181,315.286442454764,82.34830606987767,8.42609507722969e-05,736.453051063785,Normal,681.3841046625184,721.3841046625184,SUP003,CoreSteel,MAT101,Steel Rod,1.05
2025-11-20,715.4111992777197,110.65551663350881,348.3439221664187,314.46966947954536,82.66594921434566,-8.211746858055591e-05,715.4114443240708,Normal,681.3835287036467,721.3835287036467,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-11-21,722.4256124481117,110.65551460179013,348.3439222985928,314.8742462190968,82.45881219918552,7.999215529963521e-05,722.4253715346546,Normal,681.3840897554483,721.3840897554483,SUP005,PrimeSteel,MAT104,Steel Sheet,1.03
2025-11-22,736.4527200175231,110.65550102581703,348.3439222388299,322.67190405646465,82.58926339840022,-7.79717739152197e-05,736.452959648627,Normal,681.3835428738315,721.3835428738315,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-11-23,701.3840760023164,110.65552475874361,348.3439222779544,320.9109148060657,82.71131213239147,7.60109772013351e-05,701.383853669562,Normal,681.3840760023164,721.3840760023164,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-11-24,722.4250632543608,110.6555175361246,348.34392221294377,320.29844797984475,82.42059147674152,-7.405994838505237e-05,722.4252863703227,Normal,681.3835565576318,721.3835565576318,SUP005,PrimeSteel,MAT104,Steel Sheet,1.03
2025-11-25,687.3563815190118,110.65553615101497,348.34392224673184,314.7470342622464,82.90637094301495,7.217404305315256e-05,687.3561745861853,Normal,681.3840627745019,721.3840627745019,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-11-26,701.383569287696,110.65550904755901,348.3439222864755,322.731751188507,82.59415376271828,-7.035899902696485e-05,701.383775136439,Normal,681.383569287696,721.383569287696,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-11-27,722.42557176929,110.65551011485327,348.3439222658629,319.8038686040868,82.99127371517466,6.85749954154602e-05,722.425365134037,Normal,681.3840502614465,721.3840502614465,SUP005,PrimeSteel,MAT103,Steel Bar,1.03
2025-11-28,715.4112532789783,110.65550844408226,348.34392226182945,317.45997428227264,82.6931217777966,-6.6812952081996e-05,715.411452598793,Normal,681.3835816460571,721.3835816460571,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-11-29,687.3563575920734,110.65550721778494,348.34392227909973,315.72164090584727,82.39351536491048,6.511603827252799e-05,687.3561708844472,Normal,681.3840383592586,721.3840383592586,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-11-30,701.383593257189,110.65549711962285,348.3439222684196,323.81010711063766,82.82005589992411,-6.346053592620748e-05,701.3837788776829,Normal,681.383593257189,721.383593257189,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-12-01,715.4117075727587,110.6555030324641,348.3439222479942,326.2826364243532,82.73321339591288,6.184560510380521e-05,715.41152301009,Normal,681.3840270321164,721.3840270321164,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-12-02,687.3559322231484,110.65550974760932,348.3439222562826,320.0220574448341,82.68647006382452,-6.02698044027683e-05,687.3561049814339,Normal,681.3836043093352,721.3836043093352,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-12-03,736.4532171053411,110.65550435567872,348.3439222752691,316.413033540118,82.32215631940029,5.8738394126400806e-05,736.4530366734306,Normal,681.384016290801,721.384016290801,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-12-04,715.4112870831348,110.65550182722346,348.3439222307829,310.96785743600617,82.36216608090575,-5.7244448781190727e-05,715.4114578851124,Normal,681.383614787387,721.383614787387,SUP001,AlphaSteel,MAT102,Steel Plate,1.02
2025-12-05,722.4255262923883,110.65550028606512,348.3439222698077,317.58640464355057,82.42514716177119,5.579282429390986e-05,722.4253581642225,Normal,681.3840061091148,721.3840061091148,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-12-06,701.3836247115487,110.65551074884462,348.3439222646791,322.65845351869507,82.63270113675239,-5.437785333128886e-05,701.3837837853561,Normal,681.3836247115487,721.3836247115487,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-12-07,687.3563164858781,110.65550090855163,348.34392225921084,314.0514686166385,83.19515454711322,5.2995621735441034e-05,687.3561645516249,Normal,681.3839964141613,721.3839964141613,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-12-08,715.4113068516041,110.65551845118762,348.3439222728206,307.2462623737111,82.36518630714401,-5.164730360052161e-05,715.411460960914,Normal,681.3836341682393,721.3836341682393,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-12-09,736.4531865071011,110.6555062710227,348.3439222631347,318.35381634312563,82.36560216256348,5.0326435308001294e-05,736.4530319446308,Normal,681.3839871496201,721.3839871496201,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-12-10,701.3836431288647,110.65551524042485,348.34392224658455,309.5574408466399,82.7051375102416,-4.904884651768526e-05,701.3837866384193,Normal,681.3836431288647,721.3836431288647,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-12-11,701.383978416363,110.65550598560705,348.3439222717441,316.8321123809259,82.48156804835398,4.780372362400698e-05,701.383838585416,Normal,681.383978416363,721.383978416363,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-12-12,715.4113247130359,110.65550715315283,348.3439222700578,313.5707464089267,82.40707809980503,-4.658459931139447e-05,715.4114637116585,Normal,681.383651679447,721.383651679447,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-12-13,736.4531686007832,110.65550172683076,348.3439222307666,310.40936285061093,82.48870498781783,4.539834028705059e-05,736.4530291579018,Normal,681.383970095984,721.383970095984,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-12-14,687.3559865993866,110.65550648729537,348.3439222577211,316.41284071527144,82.54068480063374,-4.424120092494377e-05,687.3561134207335,Normal,681.3836597952925,721.3836597952925,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-12-15,715.4116414775639,110.65550622045042,348.3439222579145,307.03147443656627,82.65108963315178,4.3120139614494235e-05,715.4115127926352,Normal,681.3839622329058,721.3839622329058,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-12-16,687.3559941279411,110.65550542410548,348.34392227907136,317.5755723293316,82.20733262921624,-4.2024829582931744e-05,687.3561145956887,Normal,681.3836674774909,721.3836674774909,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-12-17,701.3839547422953,110.65550889395608,348.34392227286276,313.0515903598269,82.27760716599126,4.09568710724173e-05,701.3838349199684,Normal,681.3839547422953,721.3839547422953,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-12-18,687.3560012621367,110.65550399751261,348.34392225008764,307.2408488277206,82.62250780912707,-3.991893612331765e-05,687.3561157092978,Normal,681.3836747572824,721.3836747572824,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-12-19,736.4531450174934,110.65550502193848,348.34392226974643,310.5213097911989,82.3164608343026,3.890572812803583e-05,736.4530255105439,Normal,681.383947635708,721.383947635708,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-12-20,722.4251921478035,110.6555024543657,348.3439222842924,309.759486110823,82.63400410031957,-3.7916295669848665e-05,722.4253063982868,Normal,681.3836816968966,721.3836816968966,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-12-21,736.4531378615437,110.65550307598993,348.3439222572893,310.21810180763487,82.42695402225159,3.694463215353494e-05,736.4530244044646,Normal,681.3839408205178,721.3839408205178,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-12-22,687.3560145006965,110.6555072296918,348.3439222694988,318.06752391146335,82.55737186714504,-3.6008024451028575e-05,687.3561177554691,Normal,681.3836882660169,721.3836882660169,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-12-23,715.4116131185682,110.65549996837058,348.3439222615057,316.35979950353385,82.67939017024592,3.509690289504874e-05,715.4115083993798,Normal,681.3839344299688,721.3839344299688,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-12-24,701.3836945511033,110.65550217820157,348.34392227478736,315.7997254669862,82.3887860109744,-3.420079270899379e-05,701.3837945939276,Normal,681.3836945511033,721.3836945511033,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-12-25,722.425446176466,110.65549648279362,348.34392226788447,310.301192757299,82.87440537763533,3.333062410515453e-05,722.4253457426692,Normal,681.383928326666,721.383928326666,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-12-26,715.4113744757193,110.65550477536131,348.3439222597649,318.33517952046935,82.5623122131552,-3.24872392098996e-05,715.4114714183875,Normal,681.3837004663915,721.3837004663915,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-12-27,715.411600990886,110.65550444881218,348.343922263976,315.45839690771635,82.95930350428957,3.166222606321156e-05,715.4115065126805,Normal,681.3839225400843,721.3839225400843,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-12-28,736.4528914460462,110.65550496000093,348.3439222648001,313.16488426386246,82.66127043930575,-3.08534293114171e-05,736.4529862078983,Normal,681.3837061390916,721.3837061390916,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-12-29,687.3562386996803,110.6555053351986,348.3439222612718,311.47621634139944,82.36178335006426,3.0069332468407595e-05,687.3561524891313,Normal,681.3839170404901,721.3839170404901,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-12-30,736.4528970762668,110.65550842483015,348.34392226345375,319.6115889339146,82.78818454631656,-2.9304818471853622e-05,736.452987084755,Normal,681.3837115012064,721.3837115012064,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-12-31,687.3562335761785,110.65550661573847,348.3439222676266,322.13170476878594,82.70138546390767,2.8559434350761137e-05,687.3561516956901,Normal,681.3839118124271,721.3839118124271,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2026-01-01,736.452902428936,110.65550456117406,348.3439222659333,315.9200919323179,82.65467120759997,-2.7832608806566128e-05,736.4529879148017,Normal,681.3837165989867,721.3837165989867,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2026-01-02,715.4115849873343,110.655506210888,348.3439222620544,312.358889846022,82.29049956706137,2.712514370895036e-05,715.4115040474666,Normal,681.3839068503278,721.3839068503278,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
