shipment_id,po_id,supplier_id,supplier_name,material_id,material_name,vessel_name,departure_date,eta_date,actual_arrival_date,port_congestion_index,eta_delay_days,congestion_risk
SHP2180,PO2014,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2024-06-23,2024-07-17,2024-07-16,46,-1,Low
SHP3097,PO1060,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2024-06-24,2024-07-18,2024-07-13,53,-5,Low
SHP2108,PO1253,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2024-06-25,2024-07-15,2024-07-22,42,7,Low
SHP3158,PO2114,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2024-06-26,2024-07-10,2024-07-21,84,11,High
SHP2641,PO1191,SUP002,BetaMetals,MAT101,Steel Rod,MV Horizon,2024-06-27,2024-07-11,2024-07-19,48,8,Low
SHP2634,PO1848,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2024-06-28,2024-07-14,2024-07-22,44,8,Low
SHP3125,PO1211,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2024-06-30,2024-07-22,2024-07-29,60,7,Low
SHP2913,PO2788,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2024-07-01,2024-07-20,2024-07-19,68,-1,Medium
SHP3237,PO2499,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2024-07-02,2024-07-20,2024-07-20,57,0,Low
SHP2455,PO2581,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-07-03,2024-07-27,2024-08-05,40,9,Low
SHP2902,PO1920,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2024-07-04,2024-07-27,2024-07-30,87,3,High
SHP3367,PO1348,SUP004,DeltaIron,MAT103,Steel Bar,MV OceanStar,2024-07-05,2024-07-20,2024-07-19,64,-1,Medium
SHP2540,PO2796,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2024-07-06,2024-07-21,2024-08-02,69,12,Medium
SHP3370,PO2360,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2024-07-07,2024-07-20,2024-07-20,42,0,Low
SHP2254,PO1436,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2024-07-09,2024-07-29,2024-07-27,62,-2,Medium
SHP3286,PO1740,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2024-07-11,2024-07-25,2024-07-23,84,-2,High
SHP2417,PO1641,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2024-07-12,2024-08-04,2024-08-02,76,-2,Medium
SHP2362,PO2979,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2024-07-13,2024-08-03,2024-08-08,40,5,Low
SHP2274,PO2205,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2024-07-14,2024-07-24,2024-08-01,59,8,Low
SHP2593,PO2127,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2024-07-15,2024-08-07,2024-08-09,44,2,Low
SHP2203,PO1253,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2024-07-16,2024-07-31,2024-08-19,46,19,Low
SHP2201,PO2083,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2024-07-17,2024-07-27,2024-08-20,77,24,Medium
SHP2783,PO1457,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2024-07-18,2024-07-29,2024-08-10,57,12,Low
SHP2423,PO1591,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2024-07-19,2024-08-04,2024-08-17,56,13,Low
SHP2761,PO2363,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2024-07-20,2024-08-01,2024-08-12,84,11,High
SHP2870,PO1179,SUP001,AlphaSteel,MAT104,Steel Sheet,MV OceanStar,2024-07-22,2024-08-09,2024-08-14,69,5,Medium
SHP3350,PO2565,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2024-07-23,2024-08-02,2024-08-06,51,4,Low
SHP2026,PO1146,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2024-07-26,2024-08-18,2024-08-17,78,-1,Medium
SHP2921,PO2741,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2024-07-27,2024-08-14,2024-08-23,63,9,Medium
SHP3418,PO2475,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2024-07-28,2024-08-19,2024-08-26,79,7,Medium
SHP2874,PO2990,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2024-07-29,2024-08-14,2024-08-11,93,-3,High
SHP2165,PO1138,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2024-07-30,2024-08-12,2024-08-12,91,0,High
SHP3419,PO2066,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2024-07-31,2024-08-22,2024-08-25,76,3,Medium
SHP3465,PO1216,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2024-08-02,2024-08-22,2024-08-18,69,-4,Medium
SHP3345,PO2354,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2024-08-03,2024-08-22,2024-09-01,43,10,Low
SHP2929,PO2272,SUP002,BetaMetals,MAT101,Steel Rod,MV OceanStar,2024-08-05,2024-08-23,2024-08-29,57,6,Low
SHP2759,PO1832,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2024-08-06,2024-08-30,2024-08-28,90,-2,High
SHP2544,PO1706,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2024-08-07,2024-08-18,2024-09-03,91,16,High
SHP2443,PO1744,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2024-08-08,2024-08-19,2024-09-06,85,18,High
SHP2370,PO1366,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2024-08-09,2024-08-30,2024-08-29,74,-1,Medium
SHP2705,PO1343,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-08-10,2024-08-26,2024-09-04,89,9,High
SHP2526,PO1451,SUP001,AlphaSteel,MAT104,Steel Sheet,MV OceanStar,2024-08-11,2024-08-26,2024-09-12,67,17,Medium
SHP2141,PO1403,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2024-08-14,2024-08-27,2024-09-10,92,14,High
SHP2194,PO2853,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2024-08-15,2024-09-02,2024-09-11,87,9,High
SHP3184,PO2815,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2024-08-16,2024-09-05,2024-09-06,65,1,Medium
SHP2675,PO2651,SUP002,BetaMetals,MAT101,Steel Rod,MV OceanStar,2024-08-17,2024-08-30,2024-09-18,50,19,Low
SHP2220,PO1441,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2024-08-18,2024-09-02,2024-09-08,63,6,Medium
SHP2147,PO1301,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2024-08-19,2024-09-12,2024-09-04,87,-8,High
SHP3430,PO1796,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2024-08-20,2024-09-03,2024-09-21,71,18,Medium
SHP2825,PO2341,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2024-08-21,2024-09-14,2024-09-13,86,-1,High
SHP2507,PO1581,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2024-08-22,2024-09-10,2024-09-20,59,10,Low
SHP2828,PO1719,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2024-08-23,2024-09-06,2024-09-10,94,4,High
SHP2378,PO1172,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2024-08-24,2024-09-06,2024-09-15,51,9,Low
SHP2290,PO2044,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2024-08-25,2024-09-06,2024-09-09,57,3,Low
SHP3309,PO1204,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-08-28,2024-09-11,2024-09-30,41,19,Low
SHP2680,PO1421,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2024-08-30,2024-09-09,2024-09-20,94,11,High
SHP3251,PO1778,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2024-09-01,2024-09-12,2024-10-04,57,22,Low
SHP3087,PO2433,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2024-09-03,2024-09-25,2024-10-06,87,11,High
SHP3352,PO1236,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2024-09-04,2024-09-24,2024-09-24,81,0,High
SHP2409,PO2349,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2024-09-05,2024-09-26,2024-09-27,60,1,Low
SHP2047,PO1519,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2024-09-06,2024-09-29,2024-09-26,73,-3,Medium
SHP2557,PO2362,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2024-09-07,2024-09-28,2024-09-22,60,-6,Low
SHP2504,PO1192,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2024-09-09,2024-10-02,2024-10-02,43,0,Low
SHP3148,PO1994,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2024-09-10,2024-10-02,2024-10-13,86,11,High
SHP3494,PO2164,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2024-09-11,2024-09-23,2024-10-10,78,17,Medium
SHP2381,PO1352,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2024-09-12,2024-10-03,2024-09-30,72,-3,Medium
SHP3496,PO2290,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2024-09-13,2024-10-05,2024-10-02,93,-3,High
SHP2662,PO1383,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2024-09-14,2024-10-04,2024-10-17,89,13,High
SHP3271,PO1306,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2024-09-15,2024-10-04,2024-10-08,91,4,High
SHP2547,PO2229,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2024-09-17,2024-10-11,2024-10-01,61,-10,Medium
SHP2121,PO1648,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2024-09-18,2024-10-11,2024-10-13,88,2,High
SHP3407,PO1903,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2024-09-20,2024-09-30,2024-10-05,89,5,High
SHP3028,PO2882,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2024-09-21,2024-10-03,2024-10-18,85,15,High
SHP2055,PO1538,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-09-23,2024-10-12,2024-10-26,85,14,High
SHP2456,PO1997,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2024-09-25,2024-10-05,2024-10-14,54,9,Low
SHP3001,PO2368,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2024-09-27,2024-10-17,2024-10-17,72,0,Medium
SHP2984,PO1742,SUP002,BetaMetals,MAT101,Steel Rod,MV OceanStar,2024-09-29,2024-10-14,2024-10-27,68,13,Medium
SHP3442,PO2394,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2024-09-30,2024-10-12,2024-10-26,68,14,Medium
SHP2125,PO1634,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2024-10-01,2024-10-16,2024-10-27,66,11,Medium
SHP2685,PO2447,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2024-10-03,2024-10-25,2024-10-23,43,-2,Low
SHP2872,PO1770,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2024-10-04,2024-10-19,2024-11-05,56,17,Low
SHP2751,PO2623,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2024-10-05,2024-10-16,2024-11-07,91,22,High
SHP3012,PO1493,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2024-10-07,2024-10-20,2024-11-07,74,18,Medium
SHP3033,PO2209,SUP001,AlphaSteel,MAT104,Steel Sheet,MV OceanStar,2024-10-08,2024-10-30,2024-10-29,56,-1,Low
SHP2632,PO2107,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2024-10-10,2024-10-21,2024-10-24,53,3,Low
SHP2957,PO1076,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2024-10-12,2024-11-05,2024-11-09,72,4,Medium
SHP3380,PO1272,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2024-10-13,2024-11-02,2024-11-05,82,3,High
SHP2501,PO2907,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2024-10-15,2024-10-31,2024-11-07,89,7,High
SHP3242,PO2378,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2024-10-16,2024-10-31,2024-10-30,81,-1,High
SHP2615,PO2213,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2024-10-17,2024-11-01,2024-11-13,54,12,Low
SHP2763,PO2513,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2024-10-18,2024-11-08,2024-11-19,42,11,Low
SHP2224,PO2675,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2024-10-20,2024-10-30,2024-11-15,79,16,Medium
SHP3277,PO1110,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2024-10-21,2024-11-03,2024-11-02,67,-1,Medium
SHP3042,PO1308,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2024-10-24,2024-11-17,2024-11-12,94,-5,High
SHP2228,PO1449,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-10-25,2024-11-05,2024-11-28,75,23,Medium
SHP3141,PO2624,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2024-10-26,2024-11-16,2024-11-17,91,1,High
SHP2543,PO1023,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-10-27,2024-11-19,2024-11-12,92,-7,High
SHP3487,PO2778,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2024-10-28,2024-11-13,2024-11-15,50,2,Low
SHP2506,PO1018,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2024-11-01,2024-11-13,2024-11-25,76,12,Medium
SHP2791,PO1294,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2024-11-03,2024-11-14,2024-11-17,53,3,Low
SHP2533,PO1984,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-11-04,2024-11-16,2024-12-05,60,19,Low
SHP2122,PO2480,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2024-11-05,2024-11-16,2024-12-05,88,19,High
SHP3151,PO2816,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2024-11-07,2024-11-27,2024-11-23,70,-4,Medium
SHP2536,PO1753,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2024-11-08,2024-11-21,2024-11-22,59,1,Low
SHP2841,PO1780,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2024-11-09,2024-11-28,2024-11-25,94,-3,High
SHP2110,PO2571,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2024-11-12,2024-11-30,2024-12-03,52,3,Low
SHP2787,PO1520,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2024-11-13,2024-11-25,2024-11-27,90,2,High
SHP2267,PO2396,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2024-11-14,2024-11-30,2024-12-07,88,7,High
SHP2004,PO1871,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2024-11-15,2024-12-09,2024-11-30,58,-9,Low
SHP2496,PO2028,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2024-11-16,2024-12-06,2024-12-01,51,-5,Low
SHP2349,PO1979,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2024-11-17,2024-12-11,2024-12-18,49,7,Low
SHP3149,PO2480,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2024-11-18,2024-12-04,2024-12-10,40,6,Low
SHP3013,PO1658,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2024-11-19,2024-11-29,2024-12-10,66,11,Medium
SHP2329,PO1529,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2024-11-22,2024-12-03,2024-12-17,60,14,Low
SHP3304,PO2664,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2024-11-23,2024-12-08,2024-12-07,51,-1,Low
SHP2555,PO1403,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2024-11-25,2024-12-11,2024-12-09,83,-2,High
SHP3434,PO2110,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2024-11-26,2024-12-08,2024-12-23,73,15,Medium
SHP2712,PO1367,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2024-11-27,2024-12-19,2024-12-26,73,7,Medium
SHP3221,PO2642,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2024-11-28,2024-12-11,2024-12-16,67,5,Medium
SHP2436,PO1549,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2024-11-29,2024-12-17,2024-12-23,62,6,Medium
SHP3349,PO2770,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2024-11-30,2024-12-10,2025-01-01,85,22,High
SHP3262,PO2886,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2024-12-01,2024-12-23,2025-01-03,71,11,Medium
SHP2429,PO2491,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2024-12-02,2024-12-17,2024-12-26,46,9,Low
SHP2099,PO2163,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2024-12-03,2024-12-16,2025-01-02,60,17,Low
SHP2024,PO2517,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2024-12-04,2024-12-23,2024-12-29,66,6,Medium
SHP3044,PO2312,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2024-12-05,2024-12-21,2025-01-04,55,14,Low
SHP2671,PO2426,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2024-12-06,2024-12-25,2024-12-25,59,0,Low
SHP2396,PO1236,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2024-12-07,2024-12-24,2024-12-25,51,1,Low
SHP3222,PO2403,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2024-12-08,2024-12-28,2025-01-07,80,10,Medium
SHP2836,PO2310,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2024-12-09,2024-12-25,2024-12-26,85,1,High
SHP2028,PO2447,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2024-12-10,2024-12-29,2025-01-07,61,9,Medium
SHP3239,PO2358,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2024-12-11,2025-01-02,2025-01-06,60,4,Low
SHP3166,PO1469,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2024-12-12,2024-12-27,2025-01-11,94,15,High
SHP3010,PO2542,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2024-12-13,2024-12-30,2024-12-30,52,0,Low
SHP2960,PO2262,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2024-12-14,2024-12-24,2025-01-15,73,22,Medium
SHP2750,PO2173,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-12-17,2025-01-05,2025-01-12,56,7,Low
SHP2248,PO1654,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2024-12-18,2025-01-05,2025-01-20,74,15,Medium
SHP2289,PO1440,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2024-12-19,2025-01-08,2025-01-07,50,-1,Low
SHP2426,PO1582,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2024-12-20,2025-01-09,2025-01-20,52,11,Low
SHP3445,PO2619,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2024-12-21,2025-01-02,2025-01-05,67,3,Medium
SHP2980,PO1898,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2024-12-22,2025-01-10,2025-01-12,60,2,Low
SHP2800,PO1264,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2024-12-26,2025-01-15,2025-01-28,50,13,Low
SHP2368,PO2538,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2024-12-27,2025-01-17,2025-01-18,40,1,Low
SHP2364,PO1084,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2024-12-28,2025-01-15,2025-01-25,88,10,High
SHP2268,PO2339,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-01-01,2025-01-12,2025-01-15,60,3,Low
SHP3231,PO2146,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2025-01-02,2025-01-24,2025-01-17,88,-7,High
SHP2809,PO1143,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2025-01-03,2025-01-14,2025-01-28,80,14,Medium
SHP2339,PO1271,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2025-01-05,2025-01-22,2025-01-20,41,-2,Low
SHP3333,PO1328,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2025-01-08,2025-01-26,2025-02-09,41,14,Low
SHP2433,PO1552,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2025-01-09,2025-01-22,2025-01-31,93,9,High
SHP2804,PO2285,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-01-12,2025-02-04,2025-02-12,48,8,Low
SHP2497,PO2864,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2025-01-13,2025-02-06,2025-02-15,91,9,High
SHP2260,PO1411,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2025-01-17,2025-02-09,2025-02-17,63,8,Medium
SHP2514,PO1009,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2025-01-18,2025-02-06,2025-01-30,50,-7,Low
SHP2270,PO1421,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2025-01-19,2025-01-30,2025-02-20,65,21,Medium
SHP2351,PO1458,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2025-01-20,2025-02-09,2025-02-01,69,-8,Medium
SHP2592,PO2283,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2025-01-21,2025-02-01,2025-02-22,60,21,Low
SHP2879,PO2609,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2025-01-22,2025-02-13,2025-02-20,61,7,Medium
SHP2524,PO2868,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2025-01-23,2025-02-08,2025-02-05,70,-3,Medium
SHP3459,PO1343,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2025-01-28,2025-02-20,2025-03-03,77,11,Medium
SHP2152,PO1684,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2025-01-29,2025-02-13,2025-02-16,77,3,Medium
SHP3294,PO1891,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2025-01-30,2025-02-14,2025-02-26,78,12,Medium
SHP3100,PO1025,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2025-02-01,2025-02-19,2025-03-03,56,12,Low
SHP3300,PO2643,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2025-02-02,2025-02-13,2025-02-19,66,6,Medium
SHP2493,PO1883,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-02-04,2025-02-26,2025-03-03,72,5,Medium
SHP2227,PO1548,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2025-02-05,2025-02-19,2025-03-11,80,20,Medium
SHP2197,PO2613,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2025-02-06,2025-03-02,2025-03-10,48,8,Low
SHP2344,PO1701,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2025-02-07,2025-02-26,2025-02-27,52,1,Low
SHP2089,PO1631,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2025-02-08,2025-02-22,2025-03-14,56,20,Low
SHP2096,PO1486,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2025-02-09,2025-02-28,2025-02-23,85,-5,High
SHP2900,PO1493,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2025-02-10,2025-02-22,2025-02-23,68,1,Medium
SHP2570,PO1902,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2025-02-12,2025-02-23,2025-03-09,62,14,Medium
SHP3296,PO2155,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2025-02-13,2025-03-02,2025-03-19,81,17,High
SHP2881,PO2985,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2025-02-14,2025-03-03,2025-02-28,42,-3,Low
SHP3134,PO2987,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2025-02-15,2025-03-06,2025-03-20,91,14,High
SHP2640,PO2232,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-02-16,2025-02-26,2025-03-17,84,19,High
SHP2875,PO1906,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2025-02-18,2025-02-28,2025-03-08,74,8,Medium
SHP2945,PO2181,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2025-02-19,2025-03-01,2025-03-22,50,21,Low
SHP2716,PO1606,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2025-02-22,2025-03-17,2025-03-13,48,-4,Low
SHP2936,PO2969,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2025-02-23,2025-03-18,2025-03-26,45,8,Low
SHP2164,PO2102,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2025-02-24,2025-03-06,2025-03-17,61,11,Medium
SHP2025,PO2004,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2025-02-25,2025-03-07,2025-03-20,52,13,Low
SHP3256,PO1921,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2025-02-26,2025-03-22,2025-04-01,43,10,Low
SHP2531,PO2764,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2025-02-27,2025-03-15,2025-03-26,53,11,Low
SHP2698,PO2858,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2025-03-01,2025-03-12,2025-03-17,51,5,Low
SHP2546,PO2045,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2025-03-02,2025-03-12,2025-03-25,85,13,High
SHP2264,PO2461,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2025-03-03,2025-03-17,2025-03-25,66,8,Medium
SHP3108,PO2684,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2025-03-04,2025-03-17,2025-03-19,81,2,High
SHP3005,PO2428,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-03-06,2025-03-25,2025-04-01,90,7,High
SHP3227,PO1339,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2025-03-09,2025-03-28,2025-03-27,65,-1,Medium
SHP2580,PO1660,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2025-03-10,2025-03-27,2025-04-09,66,13,Medium
SHP2714,PO1512,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2025-03-11,2025-03-23,2025-04-03,51,11,Low
SHP3383,PO2630,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-03-12,2025-03-28,2025-03-28,56,0,Low
SHP2683,PO2996,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2025-03-13,2025-03-26,2025-04-10,62,15,Medium
SHP3282,PO1091,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2025-03-14,2025-03-27,2025-04-01,68,5,Medium
SHP2646,PO1309,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2025-03-15,2025-04-04,2025-04-01,77,-3,Medium
